"","fips","SCC","Pollutant","Emissions","type","year"
"45538","25005","2104008051","PM25-PRI",1229,"NONPOINT",1999
"3417640","40119","2296000000","PM25-PRI",1229.09,"NONPOINT",1999
"11099734","05019","2810090000","PM25-PRI",1229.3,"NONPOINT",2005
"3747138","48469","2296000000","PM25-PRI",1229.48,"NONPOINT",1999
"1561514","06081","2311020000","PM25-PRI",1230,"NONPOINT",1999
"1630719","16029","2801500130","PM25-PRI",1232.316,"NONPOINT",1999
"3917714","29215","2296000000","PM25-PRI",1232.76,"NONPOINT",1999
"17238441","40145","2296000000","PM25-PRI",1232.82,"NONPOINT",2008
"11062885","40063","2810090000","PM25-PRI",1233.3,"NONPOINT",2005
"16823001","06067","2311020000","PM25-PRI",1233.4,"NONPOINT",2008
"4941059","29051","2296000000","PM25-PRI",1234.34,"NONPOINT",2002
"10616820","29051","2296000000","PM25-PRI",1234.34,"NONPOINT",2005
"3462108","48029","2610000500","PM25-PRI",1234.61,"NONPOINT",1999
"5137740","48029","2610000500","PM25-PRI",1235,"NONPOINT",2002
"11101744","48029","2610000500","PM25-PRI",1235,"NONPOINT",2005
"1010464","05035","2801000003","PM25-PRI",1235.08,"NONPOINT",1999
"1546470","06051","2296000000","PM25-PRI",1235.442,"NONPOINT",1999
"195348","01105","2810015000","PM25-PRI",1236.198,"NONPOINT",1999
"3736803","48453","2311020000","PM25-PRI",1237.14,"NONPOINT",1999
"5076690","41029","2296000000","PM25-PRI",1237.77,"NONPOINT",2002
"10842011","41029","2296000000","PM25-PRI",1237.77,"NONPOINT",2005
"4916193","27137","2104008010","PM25-PRI",1237.83,"NONPOINT",2002
"10769655","27137","2104008010","PM25-PRI",1237.83,"NONPOINT",2005
"16895831","56009","2296000000","PM25-PRI",1239.18,"NONPOINT",2008
"10837230","45029","2810090000","PM25-PRI",1239.43,"NONPOINT",2005
"4311872","41023","2810001000","PM25-PRI",1239.984,"NONPOINT",1999
"4440381","12085","10100401","PM25-PRI",1240.92,"POINT",2002
"10798965","16059","2810001001","PM25-PRI",1241.09,"NONPOINT",2005
"16502981","40125","2296000000","PM25-PRI",1241.54,"NONPOINT",2008
"2733548","47119","30402004","PM25-PRI",1241.797,"POINT",1999
"16711531","35029","2296000000","PM25-PRI",1241.93,"NONPOINT",2008
"772452","17115","2801000003","PM25-PRI",1242.08,"NONPOINT",1999
"3586373","48215","2294000000","PM25-PRI",1242.23,"NONPOINT",1999
"10767524","41061","2810001000","PM25-PRI",1242.97,"NONPOINT",2005
"4315564","41029","2296000000","PM25-PRI",1243.21,"NONPOINT",1999
"774166","17117","2801000003","PM25-PRI",1243.47,"NONPOINT",1999
"3959024","31055","2296000000","PM25-PRI",1244.15,"NONPOINT",1999
"3878568","29155","2801000003","PM25-PRI",1245.53,"NONPOINT",1999
"4551079","29183","10100223","PM25-PRI",1245.69,"POINT",2002
"4849148","20201","2801500170","PM25-PRI",1245.91,"NONPOINT",2002
"10878779","20201","2801500170","PM25-PRI",1245.91,"NONPOINT",2005
"1030855","05069","30700105","PM25-PRI",1246.076,"POINT",1999
"17293421","17107","2801000003","PM25-PRI",1246.09,"NONPOINT",2008
"224627","12009","2294000000","PM25-PRI",1246.26,"NONPOINT",1999
"4460150","17137","10100202","PM25-PRI",1246.73,"POINT",2002
"3204613","55025","2801000003","PM25-PRI",1247.14,"NONPOINT",1999
"1468939","08075","2801000003","PM25-PRI",1247.3,"NONPOINT",1999
"1738133","34025","2294000000","PM25-PRI",1247.78,"NONPOINT",1999
"3913266","29207","2801000003","PM25-PRI",1247.92,"NONPOINT",1999
"2252238","51810","2294000000","PM25-PRI",1248.12,"NONPOINT",1999
"4845720","20185","2801500261","PM25-PRI",1248.57,"NONPOINT",2002
"10546983","20185","2801500261","PM25-PRI",1248.57,"NONPOINT",2005
"3790203","29023","2296000000","PM25-PRI",1249.3,"NONPOINT",1999
"4804034","18089","2102002000","PM25-PRI",1250.3,"NONPOINT",2002
"10602487","18089","2102002000","PM25-PRI",1250.3,"NONPOINT",2005
"1518482","04019","2810015000","PM25-PRI",1250.37,"NONPOINT",1999
"10355217","27141","10100222","PM25-PRI",1250.58,"POINT",2005
"4719892","09005","2104008000","PM25-PRI",1250.85,"NONPOINT",2002
"10585645","09005","2104008000","PM25-PRI",1250.85,"NONPOINT",2005
"10567712","01011","2810090000","PM25-PRI",1250.98,"NONPOINT",2005
"1516344","04017","2810015000","PM25-PRI",1251.29,"NONPOINT",1999
"59701","25017","2311030000","PM25-PRI",1251.7,"NONPOINT",1999
"4581623","38065","10100303","PM25-PRI",1255.12,"POINT",2002
"2131434","51059","2104008000","PM25-PRI",1255.71,"NONPOINT",1999
"824578","17183","2801000003","PM25-PRI",1256.35,"NONPOINT",1999
"5183273","48467","2296000000","PM25-PRI",1257.1,"NONPOINT",2002
"10647537","48467","2296000000","PM25-PRI",1257.1,"NONPOINT",2005
"2546707","37161","10100212","PM25-PRI",1257.103,"POINT",1999
"2216989","51199","10100212","PM25-PRI",1257.847,"POINT",1999
"2550052","37163","2801000003","PM25-PRI",1258.21,"NONPOINT",1999
"1810474","36065","2280002100","PM25-PRI",1258.59,"NON-ROAD",1999
"4765970","16001","2610030000","PM25-PRI",1259.46,"NONPOINT",2002
"10615074","16001","2610030000","PM25-PRI",1259.46,"NONPOINT",2005
"1471602","08081","10100222","PM25-PRI",1262.12,"POINT",1999
"10980966","53009","2810090000","PM25-PRI",1262.5,"NONPOINT",2005
"3838529","29095","2296000000","PM25-PRI",1263.09,"NONPOINT",1999
"3663075","48339","2311030000","PM25-PRI",1264.02,"NONPOINT",1999
"37540610","12033","10100202","PM25-PRI",1264.09,"POINT",2008
"3459697","48029","10100222","PM25-PRI",1264.42,"POINT",1999
"17014391","48467","2296000000","PM25-PRI",1266.45,"NONPOINT",2008
"7820767","02013","2280003000","PM25-PRI",1267.68,"NON-ROAD",2002
"4580124","37161","10100212","PM25-PRI",1267.7,"POINT",2002
"1526007","06001","2104008001","PM25-PRI",1268.51,"NONPOINT",1999
"4888859","25005","2104008000","PM25-PRI",1269.4,"NONPOINT",2002
"10662383","25005","2104008000","PM25-PRI",1269.4,"NONPOINT",2005
"3586384","48215","2311030000","PM25-PRI",1269.59,"NONPOINT",1999
"5176662","48401","2296000000","PM25-PRI",1269.99,"NONPOINT",2002
"11074457","48401","2296000000","PM25-PRI",1269.99,"NONPOINT",2005
"8562473","21111","2275020000","PM25-PRI",1270,"NON-ROAD",2002
"4950122","29145","2296000000","PM25-PRI",1271.23,"NONPOINT",2002
"11060721","29145","2296000000","PM25-PRI",1271.23,"NONPOINT",2005
"4438760","12033","10201301","PM25-PRI",1271.28,"POINT",2002
"1545694","06047","2810015000","PM25-PRI",1271.57,"NONPOINT",1999
"17271171","04017","2296000000","PM25-PRI",1273.17,"NONPOINT",2008
"5069964","40113","2296000000","PM25-PRI",1273.33,"NONPOINT",2002
"10545481","40113","2296000000","PM25-PRI",1273.33,"NONPOINT",2005
"1503561","04003","2810001000","PM25-PRI",1274.36,"NONPOINT",1999
"16652421","13089","2102008000","PM25-PRI",1275.2,"NONPOINT",2008
"1299444","20001","20200254","PM25-PRI",1275.298,"POINT",1999
"3330805","35045","31399999","PM25-PRI",1275.859,"POINT",1999
"3889395","29169","2296000000","PM25-PRI",1275.96,"NONPOINT",1999
"1592826","02110","2810001000","PM25-PRI",1276.02,"NONPOINT",1999
"736120","17073","2801000003","PM25-PRI",1276.68,"NONPOINT",1999
"4469372","18079","10300501","PM25-PRI",1277.49,"POINT",2002
"10324498","18079","10300501","PM25-PRI",1277.67,"POINT",2005
"3587937","48217","2296000000","PM25-PRI",1278.57,"NONPOINT",1999
"4707432","06085","2104008001","PM25-PRI",1278.86,"NONPOINT",2002
"10615736","06085","2104008001","PM25-PRI",1278.86,"NONPOINT",2005
"16628731","48401","2296000000","PM25-PRI",1279.43,"NONPOINT",2008
"3420741","40123","2296000000","PM25-PRI",1279.53,"NONPOINT",1999
"5225812","53053","2610000500","PM25-PRI",1280,"NONPOINT",2002
"10839367","53053","2610000500","PM25-PRI",1280,"NONPOINT",2005
"5068476","40079","2296000000","PM25-PRI",1280.16,"NONPOINT",2002
"10643965","40079","2296000000","PM25-PRI",1280.16,"NONPOINT",2005
"5134463","48001","2296000000","PM25-PRI",1281.44,"NONPOINT",2002
"10647471","48001","2296000000","PM25-PRI",1281.44,"NONPOINT",2005
"4470038","18089","30300999","PM25-PRI",1282.06,"POINT",2002
"169927","01073","2810001000","PM25-PRI",1283.427,"NONPOINT",1999
"301823","12107","10100202","PM25-PRI",1283.925,"POINT",1999
"4765853","16001","2296000000","PM25-PRI",1284.16,"NONPOINT",2002
"10861939","16001","2296000000","PM25-PRI",1284.16,"NONPOINT",2005
"4304852","41011","2810015000","PM25-PRI",1284.962,"NONPOINT",1999
"2613793","45045","2610000500","PM25-PRI",1285.26,"NONPOINT",1999
"4197892","46119","2801000003","PM25-PRI",1285.41,"NONPOINT",1999
"4582269","39031","10100203","PM25-PRI",1286.5,"POINT",2002
"4421866","06071","39999999","PM25-PRI",1286.72,"POINT",2002
"3794266","29029","2296000000","PM25-PRI",1286.99,"NONPOINT",1999
"1569800","06099","2810015000","PM25-PRI",1288.323,"NONPOINT",1999
"3792962","29027","2296000000","PM25-PRI",1288.83,"NONPOINT",1999
"10391705","19179","10100226","PM25-PRI",1289.12,"POINT",2005
"16968711","37101","2610030000","PM25-PRI",1289.6,"NONPOINT",2008
"16994831","48001","2296000000","PM25-PRI",1290.97,"NONPOINT",2008
"17363971","40101","2296000000","PM25-PRI",1292.38,"NONPOINT",2008
"10361270","29183","10100223","PM25-PRI",1293.23,"POINT",2005
"115828910","22033","30600201","PM25-PRI",1293.27,"POINT",2008
"3835056","29091","2296000000","PM25-PRI",1293.43,"NONPOINT",1999
"8702038","25019","2280003000","PM25-PRI",1293.43,"NON-ROAD",2002
"10629067","01123","2810090000","PM25-PRI",1293.65,"NONPOINT",2005
"16678131","13015","2102008000","PM25-PRI",1293.91,"NONPOINT",2008
"3520602","48121","2311030000","PM25-PRI",1294.51,"NONPOINT",1999
"4999882","35027","2296000000","PM25-PRI",1295.45,"NONPOINT",2002
"10531739","35027","2296000000","PM25-PRI",1295.45,"NONPOINT",2005
"4683187","02170","2296000000","PM25-PRI",1297.72,"NONPOINT",2002
"10841598","02170","2296000000","PM25-PRI",1297.72,"NONPOINT",2005
"3709614","48409","2296000000","PM25-PRI",1297.78,"NONPOINT",1999
"16499201","06071","2294000000","PM25-PRI",1298.17,"NONPOINT",2008
"2218503","51510","10100212","PM25-PRI",1298.548,"POINT",1999
"10261218","39025","10100202","PM25-PRI",1299.72,"POINT",2005
"13786097","06037","2280003000","PM25-PRI",1299.83,"NON-ROAD",2005
"4432599","08081","10100222","PM25-PRI",1299.86,"POINT",2002
"5160629","48257","2296000000","PM25-PRI",1300.06,"NONPOINT",2002
"10927156","48257","2296000000","PM25-PRI",1300.06,"NONPOINT",2005
"4268581","56035","2296000000","PM25-PRI",1300.21,"NONPOINT",1999
"11024959","41007","2810090000","PM25-PRI",1301.55,"NONPOINT",2005
"3756374","48481","2296000000","PM25-PRI",1302.05,"NONPOINT",1999
"47252","25005","2294000000","PM25-PRI",1302.32,"NONPOINT",1999
"5078517","41047","2104008051","PM25-PRI",1302.91,"NONPOINT",2002
"10972675","41047","2104008051","PM25-PRI",1302.91,"NONPOINT",2005
"10324534","21111","10100212","PM25-PRI",1303.65,"POINT",2005
"121655","01007","2810015000","PM25-PRI",1304.394,"NONPOINT",1999
"17074241","27145","2296000000","PM25-PRI",1305.43,"NONPOINT",2008
"2795263","26017","10100212","PM25-PRI",1307.136,"POINT",1999
"270039","12071","2810001000","PM25-PRI",1308.32,"NONPOINT",1999
"4250458","56009","10100222","PM25-PRI",1308.438,"POINT",1999
"4265974","56031","2296000000","PM25-PRI",1308.76,"NONPOINT",1999
"4715026","08063","2801000003","PM25-PRI",1308.86,"NONPOINT",2002
"11089632","08063","2801000003","PM25-PRI",1308.86,"NONPOINT",2005
"2337113","28027","2801000003","PM25-PRI",1309.17,"NONPOINT",1999
"1624115","16019","2296000000","PM25-PRI",1309.6,"NONPOINT",1999
"16540281","48257","2296000000","PM25-PRI",1309.72,"NONPOINT",2008
"4595310","42073","10100202","PM25-PRI",1310.24,"POINT",2002
"4132899","38095","2801000003","PM25-PRI",1310.31,"NONPOINT",1999
"4954100","29183","2296000000","PM25-PRI",1312.31,"NONPOINT",2002
"10875498","29183","2296000000","PM25-PRI",1312.31,"NONPOINT",2005
"10515944","27137","2810015000","PM25-PRI",1312.36,"NONPOINT",2005
"108600610","39061","10100212","PM25-PRI",1312.71,"POINT",2008
"2993699","27111","2801000003","PM25-PRI",1313.27,"NONPOINT",1999
"652977","21199","10100202","PM25-PRI",1313.424,"POINT",1999
"715987","17043","2294000000","PM25-PRI",1313.88,"NONPOINT",1999
"50799","25009","2296000000","PM25-PRI",1315.27,"NONPOINT",1999
"1497054","08121","2801000003","PM25-PRI",1315.81,"NONPOINT",1999
"16523781","17103","2801000003","PM25-PRI",1315.92,"NONPOINT",2008
"1633289","16033","2810001000","PM25-PRI",1316.171,"NONPOINT",1999
"138425710","18173","10100202","PM25-PRI",1317.12,"POINT",2008
"4268754","56037","38500110","PM25-PRI",1317.949,"POINT",1999
"3949193","31041","2801000003","PM25-PRI",1318.17,"NONPOINT",1999
"3904768","29189","2610000500","PM25-PRI",1318.45,"NONPOINT",1999
"4299008","41005","2104008001","PM25-PRI",1320.23,"NONPOINT",1999
"5252953","56009","2296000000","PM25-PRI",1322.05,"NONPOINT",2002
"10603838","56009","2296000000","PM25-PRI",1322.05,"NONPOINT",2005
"3363295","40031","2296000000","PM25-PRI",1322.16,"NONPOINT",1999
"10870843","12097","2810090000","PM25-PRI",1323.11,"NONPOINT",2005
"3780231","29009","2296000000","PM25-PRI",1323.76,"NONPOINT",1999
"16413521","35027","2296000000","PM25-PRI",1324.72,"NONPOINT",2008
"3844534","29101","2296000000","PM25-PRI",1325.6,"NONPOINT",1999
"1518400","04019","2311030000","PM25-PRI",1325.76,"NONPOINT",1999
"3410425","40109","2311030000","PM25-PRI",1325.89,"NONPOINT",1999
"1562988","06085","2104008001","PM25-PRI",1326.11,"NONPOINT",1999
"3041873","39007","10100202","PM25-PRI",1326.229,"POINT",1999
"16305021","06013","2311020000","PM25-PRI",1326.47,"NONPOINT",2008
"10901839","37123","2810090000","PM25-PRI",1329.95,"NONPOINT",2005
"16836591","17021","2801000003","PM25-PRI",1330.42,"NONPOINT",2008
"5075212","41017","2810001000","PM25-PRI",1331.21,"NONPOINT",2002
"1352729","20091","2294000000","PM25-PRI",1332.55,"NONPOINT",1999
"4688077","04023","2810001000","PM25-PRI",1335.39,"NONPOINT",2002
"1242179","19109","2801000003","PM25-PRI",1335.68,"NONPOINT",1999
"5044650","38101","2801000003","PM25-PRI",1336.45,"NONPOINT",2002
"10861405","38101","2801000003","PM25-PRI",1336.45,"NONPOINT",2005
"5039740","38019","2801000003","PM25-PRI",1336.96,"NONPOINT",2002
"11093607","38019","2801000003","PM25-PRI",1336.96,"NONPOINT",2005
"3204533","55025","2294000000","PM25-PRI",1337.53,"NONPOINT",1999
"1563697","06085","2294000000","PM25-PRI",1338.11,"NONPOINT",1999
"138116","01031","2810015000","PM25-PRI",1339.654,"NONPOINT",1999
"5182476","48491","2296000000","PM25-PRI",1340.15,"NONPOINT",2002
"11060998","48491","2296000000","PM25-PRI",1340.15,"NONPOINT",2005
"1560605","06079","2810001000","PM25-PRI",1340.476,"NONPOINT",1999
"4648394","51199","10100212","PM25-PRI",1341.45,"POINT",2002
"3964949","31067","2801000003","PM25-PRI",1341.61,"NONPOINT",1999
"45271371","06029","2230074110","PM25-PRI",1341.89,"ON-ROAD",2008
"17017591","27137","2296000000","PM25-PRI",1342.42,"NONPOINT",2008
"813182","17167","2801000003","PM25-PRI",1342.89,"NONPOINT",1999
"17145241","35001","2311020000","PM25-PRI",1343.07,"NONPOINT",2008
"17265401","29077","2296000000","PM25-PRI",1343.39,"NONPOINT",2008
"315766","12121","2810001000","PM25-PRI",1344.16,"NONPOINT",1999
"5140047","48037","2296000000","PM25-PRI",1344.44,"NONPOINT",2002
"11057434","48037","2296000000","PM25-PRI",1344.44,"NONPOINT",2005
"11006183","04013","2810001000","PM25-PRI",1345.13,"NONPOINT",2005
"4320862","41039","2104008001","PM25-PRI",1345.359,"NONPOINT",1999
"16607561","08041","2104008210","PM25-PRI",1345.85,"NONPOINT",2008
"1563731","06085","2311020000","PM25-PRI",1346.33,"NONPOINT",1999
"4135185","38099","2801000003","PM25-PRI",1347.24,"NONPOINT",1999
"10635891","20015","2810090000","PM25-PRI",1347.74,"NONPOINT",2005
"4733575","12107","2810015000","PM25-PRI",1348.27,"NONPOINT",2002
"118468110","21127","10100202","PM25-PRI",1349.63,"POINT",2008
"1399919","20173","2311030000","PM25-PRI",1349.74,"NONPOINT",1999
"17106211","48491","2296000000","PM25-PRI",1350.11,"NONPOINT",2008
"3449772","48013","10100301","PM25-PRI",1350.214,"POINT",1999
"4998060","35009","2296000000","PM25-PRI",1350.59,"NONPOINT",2002
"10685155","35009","2296000000","PM25-PRI",1350.59,"NONPOINT",2005
"1340989","20069","2801000003","PM25-PRI",1350.95,"NONPOINT",1999
"4524367","26139","10100202","PM25-PRI",1351.04,"POINT",2002
"4847599","20205","2801500170","PM25-PRI",1352.6,"NONPOINT",2002
"10804029","20205","2801500170","PM25-PRI",1352.6,"NONPOINT",2005
"2222558","51550","10100212","PM25-PRI",1353.395,"POINT",1999
"10255205","47071","10200601","PM25-PRI",1353.65,"POINT",2005
"16934841","48037","2296000000","PM25-PRI",1354.43,"NONPOINT",2008
"1136449","22077","10100202","PM25-PRI",1354.571,"POINT",1999
"16954851","40113","2296000000","PM25-PRI",1354.84,"NONPOINT",2008
"136651510","56037","30588801","PM25-PRI",1355.23,"POINT",2008
"16736411","17167","2801000003","PM25-PRI",1355.98,"NONPOINT",2008
"16282821","06059","2294000000","PM25-PRI",1356.1,"NONPOINT",2008
"1550418","06059","2610000500","PM25-PRI",1356.7,"NONPOINT",1999
"3803314","29043","2296000000","PM25-PRI",1359.62,"NONPOINT",1999
"28151910","21199","10100202","PM25-PRI",1359.83,"POINT",2008
"5001369","35047","2810001000","PM25-PRI",1360.16,"NONPOINT",2002
"4582199","39025","10100202","PM25-PRI",1360.47,"POINT",2002
"69428","25027","2311030000","PM25-PRI",1360.61,"NONPOINT",1999
"2989933","27107","2801000003","PM25-PRI",1361.01,"NONPOINT",1999
"4705749","06067","2104008001","PM25-PRI",1362.03,"NONPOINT",2002
"11018230","06067","2104008001","PM25-PRI",1362.03,"NONPOINT",2005
"16297521","40079","2296000000","PM25-PRI",1362.11,"NONPOINT",2008
"1557689","06073","2311030000","PM25-PRI",1363.17,"NONPOINT",1999
"3350691","40013","2296000000","PM25-PRI",1363.36,"NONPOINT",1999
"3820249","29071","10100226","PM25-PRI",1365.551,"POINT",1999
"4777006","17019","2801000003","PM25-PRI",1365.57,"NONPOINT",2002
"10752521","17019","2801000003","PM25-PRI",1365.57,"NONPOINT",2005
"4293813","32031","2296000000","PM25-PRI",1365.76,"NONPOINT",1999
"1054804","05107","2801000003","PM25-PRI",1366.23,"NONPOINT",1999
"4071873","30085","2801000003","PM25-PRI",1370.01,"NONPOINT",1999
"1982919","42003","2610000500","PM25-PRI",1372.04,"NONPOINT",1999
"4837644","20091","2311030000","PM25-PRI",1372.81,"NONPOINT",2002
"10866680","20091","2311030000","PM25-PRI",1372.81,"NONPOINT",2005
"5156925","48203","2296000000","PM25-PRI",1373.08,"NONPOINT",2002
"10930590","48203","2296000000","PM25-PRI",1373.08,"NONPOINT",2005
"73667","10003","2294000000","PM25-PRI",1373.41,"NONPOINT",1999
"1550312","06059","2302002000","PM25-PRI",1374.005,"NONPOINT",1999
"10844011","41033","2810090000","PM25-PRI",1374.66,"NONPOINT",2005
"2984986","27099","2801000003","PM25-PRI",1375,"NONPOINT",1999
"4443355","13067","10100212","PM25-PRI",1375,"POINT",2002
"136775410","56005","30588801","PM25-PRI",1375.01,"POINT",2008
"17084351","56039","2296000000","PM25-PRI",1376.04,"NONPOINT",2008
"16612341","56015","2296000000","PM25-PRI",1376.36,"NONPOINT",2008
"4307252","41017","2104008051","PM25-PRI",1377.186,"NONPOINT",1999
"16478071","04025","2311030000","PM25-PRI",1378.19,"NONPOINT",2008
"1541674","06037","2270002000","PM25-PRI",1378.34,"NON-ROAD",1999
"1553460","06067","2104008001","PM25-PRI",1380.34,"NONPOINT",1999
"17190521","35009","2296000000","PM25-PRI",1381.11,"NONPOINT",2008
"4785089","17099","2801000003","PM25-PRI",1382.86,"NONPOINT",2002
"10561218","17099","2801000003","PM25-PRI",1382.86,"NONPOINT",2005
"16903091","48203","2296000000","PM25-PRI",1383.28,"NONPOINT",2008
"4289145","32021","2810001000","PM25-PRI",1383.4,"NONPOINT",1999
"5178756","48439","2311030000","PM25-PRI",1384.22,"NONPOINT",2002
"10755023","48439","2311030000","PM25-PRI",1384.22,"NONPOINT",2005
"3453302","48017","2801000003","PM25-PRI",1384.79,"NONPOINT",1999
"4720281","09009","2104008000","PM25-PRI",1385.2,"NONPOINT",2002
"10885424","09009","2104008000","PM25-PRI",1385.2,"NONPOINT",2005
"4648517","51510","10100212","PM25-PRI",1385.28,"POINT",2002
"4216517","49017","2810001000","PM25-PRI",1385.76,"NONPOINT",1999
"4890910","25023","2104008000","PM25-PRI",1388.01,"NONPOINT",2002
"10587261","25023","2104008000","PM25-PRI",1388.01,"NONPOINT",2005
"2298633","54073","10100202","PM25-PRI",1388.755,"POINT",1999
"10389184","26139","10100202","PM25-PRI",1389.12,"POINT",2005
"2941085","27035","2296000000","PM25-PRI",1390.05,"NONPOINT",1999
"2883443","26125","2296000000","PM25-PRI",1390.72,"NONPOINT",1999
"2991828","27109","2296000000","PM25-PRI",1391.35,"NONPOINT",1999
"1309602","20015","2296000000","PM25-PRI",1391.37,"NONPOINT",1999
"4443827","13115","10100212","PM25-PRI",1392.64,"POINT",2002
"10908550","53053","2810090000","PM25-PRI",1392.74,"NONPOINT",2005
"1579926","15003","2294000000","PM25-PRI",1394.23,"NONPOINT",1999
"4069418","30081","2296000000","PM25-PRI",1396.34,"NONPOINT",1999
"17261810","45029","10100202","PM25-PRI",1396.52,"POINT",2008
"13693954","02013","2280003000","PM25-PRI",1397.37,"NON-ROAD",2005
"1135158","22075","30600104","PM25-PRI",1397.8,"POINT",1999
"1553135","06065","2610000500","PM25-PRI",1399.73,"NONPOINT",1999
"4763013","13299","2810001000","PM25-PRI",1399.92,"NONPOINT",2002
"5155365","48187","2296000000","PM25-PRI",1400.28,"NONPOINT",2002
"10709204","48187","2296000000","PM25-PRI",1400.28,"NONPOINT",2005
"17363981","17073","2801000003","PM25-PRI",1400.98,"NONPOINT",2008
"198015","01109","2810015000","PM25-PRI",1402.039,"NONPOINT",1999
"4331397","41051","2294000000","PM25-PRI",1402.39,"NONPOINT",1999
"10840653","56011","2810090000","PM25-PRI",1402.51,"NONPOINT",2005
"3306404","35007","2296000000","PM25-PRI",1403.38,"NONPOINT",1999
"10608873","48167","2810090000","PM25-PRI",1404.27,"NONPOINT",2005
"5164044","48291","2296000000","PM25-PRI",1404.58,"NONPOINT",2002
"10569245","48291","2296000000","PM25-PRI",1404.58,"NONPOINT",2005
"3902479","29187","2296000000","PM25-PRI",1404.66,"NONPOINT",1999
"2862094","26099","2294000000","PM25-PRI",1405.18,"NONPOINT",1999
"169844","01073","2296000000","PM25-PRI",1405.32,"NONPOINT",1999
"17215251","06071","2296000000","PM25-PRI",1405.49,"NONPOINT",2008
"4048536","30041","2801000003","PM25-PRI",1405.5,"NONPOINT",1999
"675109","21233","10100202","PM25-PRI",1406.857,"POINT",1999
"2462538","37051","2294000000","PM25-PRI",1407.08,"NONPOINT",1999
"4238516","49049","2311030000","PM25-PRI",1407.98,"NONPOINT",1999
"10419747","18125","10100212","PM25-PRI",1409.44,"POINT",2005
"16532241","06015","2810015000","PM25-PRI",1409.5,"NONPOINT",2008
"10714524","41029","2810090000","PM25-PRI",1410.17,"NONPOINT",2005
"1799363","36055","2104008010","PM25-PRI",1410.64,"NONPOINT",1999
"16409951","48187","2296000000","PM25-PRI",1410.69,"NONPOINT",2008
"3904733","29189","2311020000","PM25-PRI",1411.4,"NONPOINT",1999
"1736035","34023","2294000000","PM25-PRI",1411.73,"NONPOINT",1999
"11082906","48373","2810090000","PM25-PRI",1412.39,"NONPOINT",2005
"31031510","19179","10100226","PM25-PRI",1412.88,"POINT",2008
"5078419","41047","2296000000","PM25-PRI",1413.05,"NONPOINT",2002
"10715865","41047","2296000000","PM25-PRI",1413.05,"NONPOINT",2005
"10982601","30105","2810001000","PM25-PRI",1413.62,"NONPOINT",2005
"205962","01119","2810015000","PM25-PRI",1413.952,"NONPOINT",1999
"69418","25027","2294000000","PM25-PRI",1413.98,"NONPOINT",1999
"10290469","08081","10100222","PM25-PRI",1414.03,"POINT",2005
"4890360","25017","2104008000","PM25-PRI",1414.35,"NONPOINT",2002
"10662387","25017","2104008000","PM25-PRI",1414.35,"NONPOINT",2005
"4370315","53033","2610030000","PM25-PRI",1415,"NONPOINT",1999
"16539621","48291","2296000000","PM25-PRI",1415.02,"NONPOINT",2008
"1057043","05111","2801000003","PM25-PRI",1416.33,"NONPOINT",1999
"1411093","20193","2801000003","PM25-PRI",1416.77,"NONPOINT",1999
"2910959","26163","10100202","PM25-PRI",1417.375,"POINT",1999
"1603337","02220","2810001000","PM25-PRI",1417.66,"NONPOINT",1999
"17350201","28099","2610000500","PM25-PRI",1418.22,"NONPOINT",2008
"3542121","48157","10100222","PM25-PRI",1419.576,"POINT",1999
"5225359","53025","2801000003","PM25-PRI",1419.74,"NONPOINT",2002
"10834754","53025","2801000003","PM25-PRI",1419.74,"NONPOINT",2005
"4328396","41047","2296000000","PM25-PRI",1420.8,"NONPOINT",1999
"4252984","56011","2296000000","PM25-PRI",1421.13,"NONPOINT",1999
"188671","01097","2296000000","PM25-PRI",1422.16,"NONPOINT",1999
"3062067","39031","10100203","PM25-PRI",1422.197,"POINT",1999
"3510797","48107","2801000003","PM25-PRI",1422.26,"NONPOINT",1999
"10421642","51199","10100212","PM25-PRI",1424.82,"POINT",2005
"2475474","37067","2294000000","PM25-PRI",1425.12,"NONPOINT",1999
"4569477","36029","10100212","PM25-PRI",1425.15,"POINT",2002
"4681689","02050","2810001000","PM25-PRI",1425.33,"NONPOINT",2002
"1533286","06019","2294000000","PM25-PRI",1426.533,"NONPOINT",1999
"16320351","02090","2296000000","PM25-PRI",1427.15,"NONPOINT",2008
"4522807","26115","10100222","PM25-PRI",1432.87,"POINT",2002
"10714525","53007","2810090000","PM25-PRI",1434.31,"NONPOINT",2005
"3247309","55079","2104008000","PM25-PRI",1435.71,"NONPOINT",1999
"3719948","48427","2296000000","PM25-PRI",1436.52,"NONPOINT",1999
"3246591","55079","10100202","PM25-PRI",1436.925,"POINT",1999
"17021551","06067","2104008100","PM25-PRI",1437.15,"NONPOINT",2008
"4938423","29019","2296000000","PM25-PRI",1437.63,"NONPOINT",2002
"11005837","29019","2296000000","PM25-PRI",1437.63,"NONPOINT",2005
"3852448","29113","2296000000","PM25-PRI",1439.59,"NONPOINT",1999
"10329328","17135","10100203","PM25-PRI",1439.87,"POINT",2005
"3360668","40027","2296000000","PM25-PRI",1440.09,"NONPOINT",1999
"4707469","06083","2810001000","PM25-PRI",1440.26,"NONPOINT",2002
"17397781","17113","2801000003","PM25-PRI",1441.2,"NONPOINT",2008
"1531480","06015","2810015000","PM25-PRI",1442.678,"NONPOINT",1999
"10644204","53023","2810001000","PM25-PRI",1442.79,"NONPOINT",2005
