"","fips","SCC","Pollutant","Emissions","type","year"
"4402278","53075","2801000003","PM25-PRI",2987.79,"NONPOINT",1999
"219570","12005","10100212","PM25-PRI",2994.966,"POINT",1999
"5251747","56013","2810001000","PM25-PRI",3001.19,"NONPOINT",2002
"3633880","48293","10100302","PM25-PRI",3009.76,"POINT",1999
"16425121","35043","2296000000","PM25-PRI",3011.32,"NONPOINT",2008
"4653872","54053","10100202","PM25-PRI",3013.55,"POINT",2002
"4410931","05029","10201201","PM25-PRI",3013.76,"POINT",2002
"10475031","05029","30700110","PM25-PRI",3013.76,"POINT",2005
"1104528","22033","10200601","PM25-PRI",3016,"POINT",1999
"226804","12011","2294000000","PM25-PRI",3016.93,"NONPOINT",1999
"138130","01033","10100202","PM25-PRI",3017.917,"POINT",1999
"4585121","39167","10100202","PM25-PRI",3026.87,"POINT",2002
"10260376","47145","10100202","PM25-PRI",3036.38,"POINT",2005
"4507798","24031","10100212","PM25-PRI",3039.18,"POINT",2002
"4608852","47085","10100212","PM25-PRI",3043.7,"POINT",2002
"4666560","01011","2810015000","PM25-PRI",3059.03,"NONPOINT",2002
"309153","12113","2810001000","PM25-PRI",3061.36,"NONPOINT",1999
"4507396","24017","10100212","PM25-PRI",3065.52,"POINT",2002
"3514975","48113","2311020000","PM25-PRI",3066.04,"NONPOINT",1999
"4285775","32015","2810001000","PM25-PRI",3067.18,"NONPOINT",1999
"3683587","48367","2296000000","PM25-PRI",3069.42,"NONPOINT",1999
"5156817","48201","2311030000","PM25-PRI",3069.94,"NONPOINT",2002
"10924895","48201","2311030000","PM25-PRI",3069.94,"NONPOINT",2005
"138741710","18129","10100202","PM25-PRI",3070.32,"POINT",2008
"78531","24003","10100202","PM25-PRI",3076.235,"POINT",1999
"1619688","16013","2810001000","PM25-PRI",3084.602,"NONPOINT",1999
"160422","01063","10100201","PM25-PRI",3086.535,"POINT",1999
"10451148","32003","10100212","PM25-PRI",3088.62,"POINT",2005
"2638347","45079","10100202","PM25-PRI",3090.814,"POINT",1999
"299514","12105","20100201","PM25-PRI",3092.993,"POINT",1999
"10423492","56037","10100226","PM25-PRI",3093.29,"POINT",2005
"14505109","22075","2280003000","PM25-PRI",3107.56,"NON-ROAD",2005
"10420386","13207","10100212","PM25-PRI",3112.43,"POINT",2005
"880482","18051","10100501","PM25-PRI",3128.815,"POINT",1999
"1842910","36103","2104008010","PM25-PRI",3144.59,"NONPOINT",1999
"186409","01097","10100201","PM25-PRI",3145.28,"POINT",1999
"4664808","56037","10100226","PM25-PRI",3146.17,"POINT",2002
"1635534","16037","2810001000","PM25-PRI",3147.545,"NONPOINT",1999
"140962","01035","2810015000","PM25-PRI",3150.541,"NONPOINT",1999
"4248705","56005","2296000000","PM25-PRI",3150.75,"NONPOINT",1999
"10356548","54053","10100202","PM25-PRI",3151.5,"POINT",2005
"3610992","48251","2296000000","PM25-PRI",3163.34,"NONPOINT",1999
"4582203","39025","10100212","PM25-PRI",3163.7,"POINT",2002
"273057","12075","2810001000","PM25-PRI",3166.57,"NONPOINT",1999
"4831181","20017","2801500170","PM25-PRI",3167.96,"NONPOINT",2002
"10503547","20017","2801500170","PM25-PRI",3167.96,"NONPOINT",2005
"10854086","27077","2810090000","PM25-PRI",3202.24,"NONPOINT",2005
"4637621","48449","10100202","PM25-PRI",3212.29,"POINT",2002
"2702024","47073","10100212","PM25-PRI",3214.746,"POINT",1999
"4609969","47145","10100202","PM25-PRI",3216.8,"POINT",2002
"10769255","41003","2810090000","PM25-PRI",3225.29,"NONPOINT",2005
"10263411","20149","10100226","PM25-PRI",3229.46,"POINT",2005
"273940","12077","2810001000","PM25-PRI",3235.75,"NONPOINT",1999
"5001772","35055","2296000000","PM25-PRI",3240.73,"NONPOINT",2002
"10613588","35055","2296000000","PM25-PRI",3240.73,"NONPOINT",2005
"1590719","02090","2810001000","PM25-PRI",3240.93,"NONPOINT",1999
"4407801","01117","10100212","PM25-PRI",3257.32,"POINT",2002
"3736798","48453","2296000000","PM25-PRI",3261.53,"NONPOINT",1999
"4268643","56037","10100226","PM25-PRI",3261.834,"POINT",1999
"10451408","45079","10100202","PM25-PRI",3264.98,"POINT",2005
"8025567","12087","2280003000","PM25-PRI",3265.44,"NON-ROAD",2002
"322798","12131","2810001000","PM25-PRI",3268.93,"NONPOINT",1999
"320084","12127","2810001000","PM25-PRI",3280.02,"NONPOINT",1999
"3462025","48029","2294000000","PM25-PRI",3281.67,"NONPOINT",1999
"5156815","48201","2311020000","PM25-PRI",3289.03,"NONPOINT",2002
"10774129","48201","2311020000","PM25-PRI",3289.03,"NONPOINT",2005
"4293890","32031","2810001000","PM25-PRI",3301.46,"NONPOINT",1999
"138742510","18129","10100202","PM25-PRI",3310.83,"POINT",2008
"3311917","35015","2296000000","PM25-PRI",3310.86,"NONPOINT",1999
"16468001","35055","2296000000","PM25-PRI",3313.95,"NONPOINT",2008
"4485548","20149","10100226","PM25-PRI",3314.24,"POINT",2002
"706392","17031","2294000000","PM25-PRI",3323.42,"NONPOINT",1999
"257246","12057","10100201","PM25-PRI",3326.424,"POINT",1999
"2121184","51041","10100212","PM25-PRI",3327.513,"POINT",1999
"3303579","35005","2296000000","PM25-PRI",3334.72,"NONPOINT",1999
"4998097","35007","2810001000","PM25-PRI",3343.01,"NONPOINT",2002
"1763777","36013","10100212","PM25-PRI",3346.293,"POINT",1999
"1589182","02070","2810001000","PM25-PRI",3347.29,"NONPOINT",1999
"3538354","48149","10100226","PM25-PRI",3358.63,"POINT",1999
"57821","25017","2104008051","PM25-PRI",3370,"NONPOINT",1999
"4374964","53041","10100301","PM25-PRI",3379.248,"POINT",1999
"610029","21127","10100202","PM25-PRI",3379.885,"POINT",1999
"4944010","29099","2296000000","PM25-PRI",3381.38,"NONPOINT",2002
"10838563","29099","2296000000","PM25-PRI",3381.38,"NONPOINT",2005
"1505483","04005","2810001000","PM25-PRI",3387.16,"NONPOINT",1999
"3330695","35045","10100222","PM25-PRI",3390.409,"POINT",1999
"108181710","39081","10100202","PM25-PRI",3397.1,"POINT",2008
"10259447","24031","10100212","PM25-PRI",3415.3,"POINT",2005
"3248691","55079","2294000000","PM25-PRI",3417.41,"NONPOINT",1999
"402602","13121","30501204","PM25-PRI",3420.334,"POINT",1999
"4568085","35045","10100222","PM25-PRI",3420.52,"POINT",2002
"65010","25023","2296000000","PM25-PRI",3424.57,"NONPOINT",1999
"107589610","39085","10200301","PM25-PRI",3428.6,"POINT",2008
"3057032","39025","10100212","PM25-PRI",3432.358,"POINT",1999
"3483898","48061","2296000000","PM25-PRI",3449.36,"NONPOINT",1999
"169842","01073","2294000000","PM25-PRI",3450.11,"NONPOINT",1999
"5079087","41051","2104008051","PM25-PRI",3453.62,"NONPOINT",2002
"10972696","41051","2104008051","PM25-PRI",3453.62,"NONPOINT",2005
"3703292","48401","10100302","PM25-PRI",3460.795,"POINT",1999
"10386436","01117","10100202","PM25-PRI",3466.25,"POINT",2005
"4761072","13275","2810015000","PM25-PRI",3473.53,"NONPOINT",2002
"10434200","06071","39999999","PM25-PRI",3511.98,"POINT",2005
"2448313","37035","10100212","PM25-PRI",3522.568,"POINT",1999
"1512632","04013","2311020000","PM25-PRI",3523.71,"NONPOINT",1999
"1088118","22007","2801500000","PM25-PRI",3533.59,"NONPOINT",1999
"402588","13121","30500102","PM25-PRI",3544.485,"POINT",1999
"4407797","01117","10100202","PM25-PRI",3545.87,"POINT",2002
"10291138","39061","10100202","PM25-PRI",3554.26,"POINT",2005
"10984333","48273","2810090000","PM25-PRI",3555.05,"NONPOINT",2005
"5227153","53047","2810001000","PM25-PRI",3555.5,"NONPOINT",2002
"13894273","12087","2280003000","PM25-PRI",3557.85,"NON-ROAD",2005
"10560945","22057","2810090000","PM25-PRI",3559.74,"NONPOINT",2005
"4444165","13149","10100212","PM25-PRI",3565.79,"POINT",2002
"16371141","56013","2296000000","PM25-PRI",3570.59,"NONPOINT",2008
"4278807","32003","2311030000","PM25-PRI",3570.96,"NONPOINT",1999
"5002575","35061","2296000000","PM25-PRI",3593.91,"NONPOINT",2002
"10709041","35061","2296000000","PM25-PRI",3593.91,"NONPOINT",2005
"4994844","35001","2296000000","PM25-PRI",3595.3,"NONPOINT",2002
"10620257","35001","2296000000","PM25-PRI",3595.3,"NONPOINT",2005
"1629330","16027","2296000000","PM25-PRI",3597.84,"NONPOINT",1999
"1602374","02201","2810001000","PM25-PRI",3603.57,"NONPOINT",1999
"10711144","41053","2810090000","PM25-PRI",3609.59,"NONPOINT",2005
"10939580","41041","2810090000","PM25-PRI",3620.98,"NONPOINT",2005
"941898","18127","30300699","PM25-PRI",3621.32,"POINT",1999
"10259153","01033","10100202","PM25-PRI",3622.59,"POINT",2005
"4727664","12073","2810015000","PM25-PRI",3627.73,"NONPOINT",2002
"792754","17143","10100202","PM25-PRI",3639.287,"POINT",1999
"10915370","27007","2810090000","PM25-PRI",3643.29,"NONPOINT",2005
"4836397","20073","2801500170","PM25-PRI",3656.7,"NONPOINT",2002
"10578919","20073","2801500170","PM25-PRI",3656.7,"NONPOINT",2005
"4602592","45043","10100202","PM25-PRI",3658.98,"POINT",2002
"3313369","35017","2296000000","PM25-PRI",3674.93,"NONPOINT",1999
"17382351","35061","2296000000","PM25-PRI",3675.11,"NONPOINT",2008
"4997121","35003","2810001000","PM25-PRI",3675.78,"NONPOINT",2002
"16476571","35001","2296000000","PM25-PRI",3676.53,"NONPOINT",2008
"10388146","35045","10100222","PM25-PRI",3679.62,"POINT",2005
"17733","23003","10201202","PM25-PRI",3680.454,"POINT",1999
"10830472","12087","2810090000","PM25-PRI",3701.18,"NONPOINT",2005
"3317473","35025","2296000000","PM25-PRI",3702.94,"NONPOINT",1999
"279186","12083","2810001000","PM25-PRI",3729.95,"NONPOINT",1999
"1113922","22045","2801500000","PM25-PRI",3747.6,"NONPOINT",1999
"4368253","53033","2104008001","PM25-PRI",3750,"NONPOINT",1999
"10419323","45043","10100202","PM25-PRI",3760.16,"POINT",2005
"317087","12123","2810001000","PM25-PRI",3775.64,"NONPOINT",1999
"16493971","06053","2810015000","PM25-PRI",3779.84,"NONPOINT",2008
"5251764","56013","2296000000","PM25-PRI",3809.38,"NONPOINT",2002
"10754005","56013","2296000000","PM25-PRI",3809.38,"NONPOINT",2005
"10383280","12057","10100201","PM25-PRI",3827.97,"POINT",2005
"102031","24033","10100212","PM25-PRI",3835.908,"POINT",1999
"10613891","06093","2810001000","PM25-PRI",3845.98,"NONPOINT",2005
"5158130","48215","2296000000","PM25-PRI",3855.8,"NONPOINT",2002
"10702487","48215","2296000000","PM25-PRI",3855.8,"NONPOINT",2005
"10454023","42133","10100202","PM25-PRI",3857.08,"POINT",2005
"4582901","39061","10100202","PM25-PRI",3864.37,"POINT",2002
"283168","12086","2294000000","PM25-PRI",3872.15,"NONPOINT",1999
"4834730","20035","2801500170","PM25-PRI",3882.19,"NONPOINT",2002
"10878532","20035","2801500170","PM25-PRI",3882.19,"NONPOINT",2005
"16334971","48215","2296000000","PM25-PRI",3884.44,"NONPOINT",2008
"16850291","06037","2294000000","PM25-PRI",3886.31,"NONPOINT",2008
"3330691","35045","10100202","PM25-PRI",3894.753,"POINT",1999
"3726884","48439","2294000000","PM25-PRI",3905.45,"NONPOINT",1999
"226886","12011","2810001000","PM25-PRI",3906.52,"NONPOINT",1999
"16615741","17031","2311030000","PM25-PRI",3932.88,"NONPOINT",2008
"5221995","51770","2830000000","PM25-PRI",3937.5,"NONPOINT",2002
"10897327","51770","2830000000","PM25-PRI",3937.5,"NONPOINT",2005
"4599050","42133","10100202","PM25-PRI",3939.77,"POINT",2002
"473862","13237","10100202","PM25-PRI",3956.241,"POINT",1999
"3904726","29189","2294000000","PM25-PRI",3967.94,"NONPOINT",1999
"4286631","32017","2810001000","PM25-PRI",3980.31,"NONPOINT",1999
"10389600","24033","10100212","PM25-PRI",3993.16,"POINT",2005
"3324864","35035","2296000000","PM25-PRI",4000.63,"NONPOINT",1999
"10977575","06019","2810090000","PM25-PRI",4004.11,"NONPOINT",2005
"5082507","41065","2810001000","PM25-PRI",4005.47,"NONPOINT",2002
"16506831","48201","2311020000","PM25-PRI",4010.4,"NONPOINT",2008
"138426910","18173","10100202","PM25-PRI",4022.63,"POINT",2008
"16864371","06093","2810015000","PM25-PRI",4034.61,"NONPOINT",2008
"421993","13149","10100501","PM25-PRI",4046.048,"POINT",1999
"1154313","22101","2801500000","PM25-PRI",4050.46,"NONPOINT",1999
"16736261","06037","2311020000","PM25-PRI",4051.44,"NONPOINT",2008
"3576001","48201","2311030000","PM25-PRI",4054.37,"NONPOINT",1999
"11055170","06019","2810001001","PM25-PRI",4071.31,"NONPOINT",2005
"108140910","39053","10100202","PM25-PRI",4071.4,"POINT",2008
"10936151","06089","2810090000","PM25-PRI",4084.2,"NONPOINT",2005
"4582816","39053","10100201","PM25-PRI",4098.33,"POINT",2002
"284791","12087","2810001000","PM25-PRI",4098.68,"NONPOINT",1999
"1566711","06093","2810015000","PM25-PRI",4102.144,"NONPOINT",1999
"69420","25027","2296000000","PM25-PRI",4103.47,"NONPOINT",1999
"254060","12051","2801500000","PM25-PRI",4121.54,"NONPOINT",1999
"4574629","37035","10100202","PM25-PRI",4125.7,"POINT",2002
"4654387","54079","10100202","PM25-PRI",4155.27,"POINT",2002
"1594346","02122","2810001000","PM25-PRI",4163.49,"NONPOINT",1999
"1599665","02180","2810001000","PM25-PRI",4171.24,"NONPOINT",1999
"11072825","16035","2810090000","PM25-PRI",4175.01,"NONPOINT",2005
"10530358","22103","2810090000","PM25-PRI",4182.9,"NONPOINT",2005
"2553408","37169","10100202","PM25-PRI",4208.63,"POINT",1999
"4724424","12023","2810015000","PM25-PRI",4210.1,"NONPOINT",2002
"10355975","13149","10100212","PM25-PRI",4233,"POINT",2005
"4444809","13237","10100212","PM25-PRI",4233.31,"POINT",2002
"10260466","54079","10100202","PM25-PRI",4249.14,"POINT",2005
"801962","17157","10100202","PM25-PRI",4251.145,"POINT",1999
"5156680","48201","2296000000","PM25-PRI",4266.72,"NONPOINT",2002
"10688783","48201","2296000000","PM25-PRI",4266.72,"NONPOINT",2005
"3462027","48029","2296000000","PM25-PRI",4271.15,"NONPOINT",1999
"16784101","32003","2311030000","PM25-PRI",4282.89,"NONPOINT",2008
"10420651","37035","10100202","PM25-PRI",4287.42,"POINT",2005
"3717687","48423","2296000000","PM25-PRI",4294.63,"NONPOINT",1999
"970737","18165","10100212","PM25-PRI",4295.647,"POINT",1999
"16247221","48201","2296000000","PM25-PRI",4298.42,"NONPOINT",2008
"10724596","05041","2810090000","PM25-PRI",4302.06,"NONPOINT",2005
"10714471","22087","2810090000","PM25-PRI",4349.83,"NONPOINT",2005
"2093004","42133","10100501","PM25-PRI",4367.175,"POINT",1999
"3175215","39167","10100201","PM25-PRI",4374.525,"POINT",1999
"3330613","35043","2296000000","PM25-PRI",4376.1,"NONPOINT",1999
"3088127","39061","10100202","PM25-PRI",4403.233,"POINT",1999
"4507864","24033","10100212","PM25-PRI",4404.33,"POINT",2002
"3469136","48039","2296000000","PM25-PRI",4418.43,"NONPOINT",1999
"5000691","35039","2296000000","PM25-PRI",4426.6,"NONPOINT",2002
"10702311","35039","2296000000","PM25-PRI",4426.6,"NONPOINT",2005
"3842869","29099","2296000000","PM25-PRI",4464.95,"NONPOINT",1999
"10450655","13237","10100212","PM25-PRI",4481.36,"POINT",2005
"402599","13121","30500606","PM25-PRI",4484.084,"POINT",1999
"10352888","37169","10100215","PM25-PRI",4494.27,"POINT",2005
"4666297","01003","2810015000","PM25-PRI",4513.52,"NONPOINT",2002
"4439273","12057","10100201","PM25-PRI",4515.11,"POINT",2002
"16641611","35039","2296000000","PM25-PRI",4526.61,"NONPOINT",2008
"138473210","18125","10100212","PM25-PRI",4535.3,"POINT",2008
"4644370","51041","10100212","PM25-PRI",4536.92,"POINT",2002
"10320291","39053","10100201","PM25-PRI",4571.37,"POINT",2005
"10260434","51041","10100212","PM25-PRI",4592.13,"POINT",2005
"132095910","39061","10100202","PM25-PRI",4599.58,"POINT",2008
"10833226","35003","2810001001","PM25-PRI",4623.47,"NONPOINT",2005
"4254507","56013","2296000000","PM25-PRI",4682.12,"NONPOINT",1999
"4284790","32013","2810001000","PM25-PRI",4693.68,"NONPOINT",1999
"5001356","35049","2296000000","PM25-PRI",4709.98,"NONPOINT",2002
"11084226","35049","2296000000","PM25-PRI",4709.98,"NONPOINT",2005
"3575999","48201","2311020000","PM25-PRI",4716.86,"NONPOINT",1999
"1541014","06037","2104008001","PM25-PRI",4740.63,"NONPOINT",1999
"4071895","30087","10100226","PM25-PRI",4741.398,"POINT",1999
"17348541","04013","2302000000","PM25-PRI",4748.66,"NONPOINT",2008
"1541763","06037","2302002000","PM25-PRI",4764.596,"NONPOINT",1999
"4294913","32033","2810001000","PM25-PRI",4783.25,"NONPOINT",1999
"10612251","28011","2810090000","PM25-PRI",4815.32,"NONPOINT",2005
"3339556","35055","2296000000","PM25-PRI",4815.89,"NONPOINT",1999
"17259991","35049","2296000000","PM25-PRI",4816.4,"NONPOINT",2008
"2872597","26115","10100202","PM25-PRI",4816.509,"POINT",1999
"118467510","21127","10100202","PM25-PRI",4872,"POINT",2008
"4830884","20015","2801500170","PM25-PRI",4906.73,"NONPOINT",2002
"10578838","20015","2801500170","PM25-PRI",4906.73,"NONPOINT",2005
"4468396","18051","10100202","PM25-PRI",4910.73,"POINT",2002
"4580571","37169","10100215","PM25-PRI",4938.8,"POINT",2002
"5077488","41023","2810001000","PM25-PRI",4997.25,"NONPOINT",2002
"2677734","47037","2294000000","PM25-PRI",5044.65,"NONPOINT",1999
"10355843","56005","30199999","PM25-PRI",5073.87,"POINT",2005
"4706427","06073","2810001000","PM25-PRI",5089.42,"NONPOINT",2002
"5167866","48339","2296000000","PM25-PRI",5090,"NONPOINT",2002
"11064368","48339","2296000000","PM25-PRI",5090,"NONPOINT",2005
"16276881","48339","2296000000","PM25-PRI",5127.81,"NONPOINT",2008
"4582273","39031","10100212","PM25-PRI",5135.8,"POINT",2002
"138786110","18051","10100202","PM25-PRI",5163.7,"POINT",2008
"4702552","06037","2810001000","PM25-PRI",5206.87,"NONPOINT",2002
"211398","01127","10100201","PM25-PRI",5206.986,"POINT",1999
"880478","18051","10100202","PM25-PRI",5207.269,"POINT",1999
"11007874","12021","2810090000","PM25-PRI",5213.34,"NONPOINT",2005
"138785310","18051","10100202","PM25-PRI",5223.84,"POINT",2008
"3062071","39031","10100212","PM25-PRI",5278.967,"POINT",1999
"138788510","18051","10100202","PM25-PRI",5298.36,"POINT",2008
"4713961","08045","2810001000","PM25-PRI",5313.7,"NONPOINT",2002
"283254","12086","2810001000","PM25-PRI",5329.24,"NONPOINT",1999
"3301412","35001","2296000000","PM25-PRI",5342.81,"NONPOINT",1999
"2301969","54079","10100202","PM25-PRI",5344.508,"POINT",1999
"10388807","39031","10100212","PM25-PRI",5349.25,"POINT",2005
"2750594","47145","10100202","PM25-PRI",5374.182,"POINT",1999
"10291121","39001","10100202","PM25-PRI",5445.97,"POINT",2005
"398351","13115","30700105","PM25-PRI",5458.994,"POINT",1999
"11014715","12071","2810090000","PM25-PRI",5481.36,"NONPOINT",2005
"286407","12091","40299998","PM25-PRI",5497.13,"POINT",1999
"16346011","85006","2280003200","PM25-PRI",5518.31,"NONPOINT",2008
"138787710","18051","10100202","PM25-PRI",5550.45,"POINT",2008
"3175219","39167","10100202","PM25-PRI",5551.176,"POINT",1999
"10875846","41011","2810001000","PM25-PRI",5554.6,"NONPOINT",2005
"10450752","18051","10100202","PM25-PRI",5567.83,"POINT",2005
"11096391","05091","2810090000","PM25-PRI",5599.45,"NONPOINT",2005
"4290297","32023","2810001000","PM25-PRI",5663.77,"NONPOINT",1999
"2286462","54053","10100202","PM25-PRI",5710.388,"POINT",1999
"4664329","56005","30199999","PM25-PRI",5711.99,"POINT",2002
"4996289","35013","2296000000","PM25-PRI",5733.57,"NONPOINT",2002
"10569050","35013","2296000000","PM25-PRI",5733.57,"NONPOINT",2005
"3586375","48215","2296000000","PM25-PRI",5748.23,"NONPOINT",1999
"16415611","35013","2296000000","PM25-PRI",5758.3,"NONPOINT",2008
"138620110","18153","10100202","PM25-PRI",5778.1,"POINT",2008
"1089589","22011","10200601","PM25-PRI",5868,"POINT",1999
"10484202","54023","10100212","PM25-PRI",5886.85,"POINT",2005
"16779881","13275","2810015000","PM25-PRI",5898.34,"NONPOINT",2008
"295662","12099","2810001000","PM25-PRI",5907.45,"NONPOINT",1999
"10278692","12033","38500101","PM25-PRI",5934.91,"POINT",2005
"4681839","02090","2810001000","PM25-PRI",5937.04,"NONPOINT",2002
"138474910","18125","10100212","PM25-PRI",5940.38,"POINT",2008
"2285071","54051","10100203","PM25-PRI",5947.097,"POINT",1999
"10620561","30039","2810001000","PM25-PRI",5951.46,"NONPOINT",2005
"3037045","39001","10100202","PM25-PRI",5951.793,"POINT",1999
"10980902","22047","2810090000","PM25-PRI",6013.96,"NONPOINT",2005
"5000314","35031","2296000000","PM25-PRI",6064.07,"NONPOINT",2002
"11077628","35031","2296000000","PM25-PRI",6064.07,"NONPOINT",2005
"5002659","35045","2296000000","PM25-PRI",6068.26,"NONPOINT",2002
"10940869","35045","2296000000","PM25-PRI",6068.26,"NONPOINT",2005
"4581714","39001","10100202","PM25-PRI",6089,"POINT",2002
"11099780","06063","2810090000","PM25-PRI",6103.23,"NONPOINT",2005
"88751","24017","10100212","PM25-PRI",6126.268,"POINT",1999
"3514965","48113","2294000000","PM25-PRI",6181.17,"NONPOINT",1999
"16479761","35031","2296000000","PM25-PRI",6201.07,"NONPOINT",2008
"16400621","35045","2296000000","PM25-PRI",6205.36,"NONPOINT",2008
"2267423","54023","10100212","PM25-PRI",6264.123,"POINT",1999
"10495244","12099","10201101","PM25-PRI",6274.59,"POINT",2005
"1512704","04013","2610000500","PM25-PRI",6308.77,"NONPOINT",1999
"138786910","18051","10100202","PM25-PRI",6346.63,"POINT",2008
"3575991","48201","2296000000","PM25-PRI",6360.83,"NONPOINT",1999
"2533072","37145","10100202","PM25-PRI",6436.715,"POINT",1999
"1512634","04013","2311030000","PM25-PRI",6501.29,"NONPOINT",1999
"11059390","06023","2810090000","PM25-PRI",6511.02,"NONPOINT",2005
"1588332","02068","2810001000","PM25-PRI",6537,"NONPOINT",1999
"138474110","18125","10100212","PM25-PRI",6559.36,"POINT",2008
"3106725","39085","10100202","PM25-PRI",6569.751,"POINT",1999
"4652997","54023","10100212","PM25-PRI",6573.38,"POINT",2002
"3327621","35039","2296000000","PM25-PRI",6578.16,"NONPOINT",1999
"1572819","06107","2810015000","PM25-PRI",6652.965,"NONPOINT",1999
"331997","13015","10100501","PM25-PRI",6671.832,"POINT",1999
"10752298","05017","2810090000","PM25-PRI",6690.34,"NONPOINT",2005
"10719485","30081","2810001000","PM25-PRI",6700.53,"NONPOINT",2005
"11007933","48039","2810090000","PM25-PRI",6723.45,"NONPOINT",2005
"4444523","13179","50200207","PM25-PRI",6826,"POINT",2002
"241421","12033","39090004","PM25-PRI",6826.97,"POINT",1999
"16661681","85005","2280003200","PM25-PRI",6833.17,"NONPOINT",2008
"4474442","18173","10100202","PM25-PRI",6850.52,"POINT",2002
"5075074","41015","2810001000","PM25-PRI",6897.24,"NONPOINT",2002
"3335589","35049","2296000000","PM25-PRI",6999.28,"NONPOINT",1999
"977084","18173","10100202","PM25-PRI",7020.991,"POINT",1999
"1598609","02170","2810001000","PM25-PRI",7033.61,"NONPOINT",1999
"5079203","41037","2810001000","PM25-PRI",7035.3,"NONPOINT",2002
"4247101","56005","30199999","PM25-PRI",7037.609,"POINT",1999
"1541752","06037","2294000000","PM25-PRI",7039.05,"NONPOINT",1999
"16749271","32003","2311020000","PM25-PRI",7040.5,"NONPOINT",2008
"4596885","42093","10100202","PM25-PRI",7055.78,"POINT",2002
"2061790","42093","10100202","PM25-PRI",7066.971,"POINT",1999
"10533848","22019","2810090000","PM25-PRI",7133.29,"NONPOINT",2005
"4722440","12003","2810015000","PM25-PRI",7196.67,"NONPOINT",2002
"138620810","18153","10100202","PM25-PRI",7220.38,"POINT",2008
"10451874","18173","10100202","PM25-PRI",7255.33,"POINT",2005
"4704145","06051","2810001000","PM25-PRI",7349.09,"NONPOINT",2002
"4718496","08113","2810001000","PM25-PRI",7418.02,"NONPOINT",2002
"10292705","42093","10100202","PM25-PRI",7486.85,"POINT",2005
"3343079","35061","2296000000","PM25-PRI",7547.98,"NONPOINT",1999
"3663066","48339","2296000000","PM25-PRI",7588.17,"NONPOINT",1999
"234773","12021","2810001000","PM25-PRI",7608.4,"NONPOINT",1999
"801966","17157","10100203","PM25-PRI",7705.634,"POINT",1999
"5073241","41001","2810001000","PM25-PRI",7710.9,"NONPOINT",2002
"10672979","16049","2810001001","PM25-PRI",7799.54,"NONPOINT",2005
"640068","21177","10100203","PM25-PRI",7801.266,"POINT",1999
"4441264","12099","10201101","PM25-PRI",7828.81,"POINT",2002
"3081741","39053","10100201","PM25-PRI",8091.407,"POINT",1999
"10324183","42059","10100202","PM25-PRI",8217.56,"POINT",2005
"1601485","02188","2810001000","PM25-PRI",8357.65,"NONPOINT",1999
"10550810","22109","2810090000","PM25-PRI",8376.1,"NONPOINT",2005
"3310395","35013","2296000000","PM25-PRI",8410.84,"NONPOINT",1999
"10625726","41043","2810090000","PM25-PRI",8571.28,"NONPOINT",2005
"1606126","02261","2810001000","PM25-PRI",8610.02,"NONPOINT",1999
"2030810","42059","10100202","PM25-PRI",8622.12,"POINT",1999
"4717410","08107","2810001000","PM25-PRI",8696.69,"NONPOINT",2002
"4732568","12099","2801500000","PM25-PRI",8725.18,"NONPOINT",2002
"10652504","12099","2801500000","PM25-PRI",8725.18,"NONPOINT",2005
"3575989","48201","2294000000","PM25-PRI",8809.83,"NONPOINT",1999
"4594754","42063","10100202","PM25-PRI",8832.36,"POINT",2002
"5069693","40113","2801500170","PM25-PRI",8994.08,"NONPOINT",2002
"10657068","40113","2801500170","PM25-PRI",8994.08,"NONPOINT",2005
"3322698","35031","2296000000","PM25-PRI",9011.52,"NONPOINT",1999
"3332304","35045","2296000000","PM25-PRI",9017.74,"NONPOINT",1999
"4442805","13015","10100212","PM25-PRI",9027.42,"POINT",2002
"10484340","13015","10100212","PM25-PRI",9120.46,"POINT",2005
"5078178","41029","2810001000","PM25-PRI",9312.51,"NONPOINT",2002
"4594664","42059","10100202","PM25-PRI",9419.13,"POINT",2002
"1587187","02050","2810001000","PM25-PRI",9575.3,"NONPOINT",1999
"4281776","32007","2810001000","PM25-PRI",9630.59,"NONPOINT",1999
"17350051","85002","2280003200","PM25-PRI",9889.48,"NONPOINT",2008
"4583214","39081","10100202","PM25-PRI",9932.49,"POINT",2002
"10840576","22045","2810090000","PM25-PRI",9947.69,"NONPOINT",2005
"5187379","49019","2810001000","PM25-PRI",10066.75,"NONPOINT",2002
"293504","12099","10201101","PM25-PRI",10131.156,"POINT",1999
"4591123","42005","10100202","PM25-PRI",10239.88,"POINT",2002
"4959469","30011","2810001000","PM25-PRI",10406.19,"NONPOINT",2002
"2033643","42063","10100202","PM25-PRI",10503.47,"POINT",1999
"10258781","39081","10100202","PM25-PRI",10591.64,"POINT",2005
"16433341","13029","2810015000","PM25-PRI",10855.6,"NONPOINT",2008
"1982942","42005","10100202","PM25-PRI",10859.616,"POINT",1999
"10388226","42005","10100202","PM25-PRI",11179.16,"POINT",2005
"10832116","41015","2810001000","PM25-PRI",11396.62,"NONPOINT",2005
"1604928","02240","2810001000","PM25-PRI",11442.6,"NONPOINT",1999
"10451369","42063","10100202","PM25-PRI",11465.17,"POINT",2005
"10908476","22093","2810090000","PM25-PRI",11476.55,"NONPOINT",2005
